appname,appid,metadata_category,metadata_severity,metadata_comment,metadata_link,metadata_reference,oauthsentry_classification
Marketplace Caps API,184909ca-69f1-4368-a6a7-c558ee6eb0bd,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Marketplace Reviews,a4c1cdb3-88ab-4d13-bc99-1c46106f0727,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
MCAPI Authorization Prod,d73f4b35-55c9-48c7-8b10-651f6f2acb2e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
MDATPNetworkScanAgent,04687a56-4fc2-4e36-b274-b862fb649733,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
MDC Data Sensitivity,bd6d9218-235b-4abd-b3be-9ff157dcf36c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Media Analysis and Transformation Service,0cd196ee-71bf-4fd6-a57c-b491ffd4fb1e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Media Analysis and Transformation Service,944f0bd1-117b-4b1c-af26-804ed95e767e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Media Recording for Dynamics 365 Sales,f448d7e5-e313-4f90-a3eb-5dbb3277e4b3,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Meeting Migration Service,82f45fb0-18b4-4d68-8bed-9e44909e3890,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Membership View Service,f7a2a81e-ab33-4560-a3dd-6ddca3c5ec6d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Message Header Analyzer [Community Contributed],62916641-fc48-44ae-a2a3-163811f1c945,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Message Recall [Community Contributed],0e90d0b8-039a-4936-a6f4-d25dd510be5d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Messaging Bot API Application,5a807f24-c9de-44ee-a3a7-329e88a00ffc,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Metrics Monitor API,12743ff8-d3de-49d0-a4ce-6c91a4245ea0,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft 365 Security and Compliance Center,80ccca67-54bd-44ab-8625-4b79c4dc7775,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft 365 Support Service,ee272b19-4411-433f-8f28-5c13cb6fd407,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft App Access Panel,0000000c-0000-0000-c000-000000000000,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft AppPlat EMA,dee7ba80-6a55-4f3b-a86c-746a9231ae49,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Approval Management,38049638-cc2c-4cde-abe4-4479d721ed44,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Approval Management,65d91a3d-ab74-42e6-8a2f-0add61688c74,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft apps with Global Secure Access,c08f52c9-8f03-4558-a0ea-9a4c878cf343,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Assessment React,c4b110d7-6f1d-473d-aa9e-6e74b8b8bd4b,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Authentication Broker,29d9ed98-a469-4536-ade2-f981bc1d605e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Authenticator App | Microsoft Authenticator App [Community Contributed],4813382a-8fa7-425e-ab75-3b753aab3abb,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure,15689b28-1333-4213-bb64-38407dde8a5e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure AD Identity Protection,a3dfc3c6-2c7d-4f42-aeec-b2877f9bce97,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure Container Apps - Control Plane,7e3bc4fd-85a3-4192-b177-5b8bfc87f42c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure Container Apps - Data Plane,3734c1a4-2bed-4998-a37a-ff1a9e7bf019,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure IPAM,60b2e7d5-a27f-426d-a6b1-acced0846fdf,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure Log Search Alerts,f6b60513-f290-450e-a2f3-9930de61c5e7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure Network Copilot,40c49ff3-c6ae-436d-b28e-b8e268841980,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure Policy Insights,1d78a85d-813d-46f0-b496-dd72f50a3ec0,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure Signup Portal,8e0e8db5-b713-4e91-98e6-470fed0aa4c2,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure Vnet Verifier,6e02f8e9-db9b-4eb5-aa5a-7c8968375f68,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Azure Workflow,00000005-0000-0000-c000-000000000000,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft B2B Admin Worker,1e2ca66a-c176-45ea-a877-e87f7231e0ee,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Bing Default Search Engine,1786c5ed-9644-47b2-8aa0-7201292175b6,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Bing Search,cf36b471-5b44-428c-9ce7-313bf84528de,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Bing Search for Microsoft Edge,2d7f3606-b07d-41d1-b9d2-0d0c9296a6e8,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Cloud App Security,05a65629-4c1b-48c1-a78b-804c4abdd4af,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Cloud App Security,25a6a87d-1e19-4c71-9cb0-16e88ff608f1,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Cognitive Services,7d312290-28c8-473c-a0ed-8e53749b6d6d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Community v2 [Community Contributed],a81d90ac-aa75-4cf8-b14c-58bf348528fe,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Container Registry,a4c95b9e-3994-40cc-8953-5dc66d48348d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Customer Engagement Portal,71234da4-b92f-429d-b8ec-6e62652e50d7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for APIs Resource Provider,56823b05-67d8-413a-b6ab-ad19d7710cf2,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud Apps,3090ab82-f1c1-4cdf-af2c-5d7a6f3e2cc7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud Apps - APIs,972bb84a-1d27-4bd3-8306-6b8e57679e8c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud Apps MIP Server,0858ddce-8fca-4479-929b-4504feeed95e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud CIEM,a70c8393-7c0c-4c1e-916a-811bd476ee11,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud Defender Kubernetes Agent,6e2cffc9-52e7-4bfa-8155-be5c1dacd81c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud for AI,1efb1569-5fd6-4938-8b8d-9f3aa07c658d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud MultiCloud Onboarding,81172f0f-5d81-47c7-96f6-49c58b60d192,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud Pricing Resource Provider,cbff9545-769a-4b41-b76e-fbb069e8727e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud Scanner Resource Provider,e0ccf59d-5a20-4a87-a122-f42842cdb86a,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Cloud Servers Scanner Resource Provider,0c7668b5-3260-4ad0-9f53-34ed54fa19b2,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Defender for Identity (formerly Radius Aad Syncer) | Microsoft Defender for Identity,60ca1954-583c-4d1f-86de-39d835f3e452,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Device Directory Service,8f41dc7c-542c-4bdd-8eb3-e60543f607ca,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Device Management Checkin,ca0a114d-6fbc-46b3-90fa-2ec954794ddb,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Device Management EMM API,8ae6a0b1-a07f-4ec9-927a-afb8d39da81c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Device Management Enrollment,709110f7-976e-4284-8851-b537e9bcb187,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Discovery Service,6f82282e-0070-4e78-bc23-e6320c5fa7de,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Docs,18fbca16-2224-45f6-85b0-f7bf2b39b3f3,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Dynamics 365 Apps Integration,44a02aaa-7145-4925-9dcd-79e6e1b94eff,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Dynamics CRM Learning Path,2db8cb1d-fb6c-450b-ab09-49b6ae35186b,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Dynamics ERP,00000015-0000-0000-c000-000000000000,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Edge Enterprise New Tab Page [Community Contributed],d7b530a4-7680-4c23-a8bf-c52c121d2e87,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Edge Insider Addons Prod,6253bca8-faf2-4587-8f2f-b056d80998a7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Exact Data Match Service,273404b8-7ebc-4360-9f90-b40417f77b53,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Exact Data Match Upload Agent,b51a99a9-ccaa-4687-aa2c-44d1558295f4,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Exchange ForwardSync,99b904fd-a1fe-455c-b86c-2f9fb1da7687,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Exchange Online Protection,00000007-0000-0ff1-ce00-000000000000,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Exchange ProtectedServiceHost,51be292c-a17e-4f17-9a7e-4b661fb16dd2,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Exchange REST API Based Powershell,fb78d390-0c51-40cd-8e17-fdbfab77341b,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Exchange Web Services,47629505-c2b6-4a80-adb1-9b3a3d233b7b,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Flow,57fcbcfa-7cee-4eb1-8b25-12d2030b4ee0,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Flow CDS Integration Service,0eda3b13-ddc9-4c25-b7dd-2f6ea073d6b7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Flow CDS Integration Service TIP1,eacba838-453c-4d3e-8c6a-eb815d3469a3,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Flow Portal,6204c1d1-4712-4c46-a7d9-3ed63d992682,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Flow Service,7df0a125-d3be-4c96-aa54-591f83ff541c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Fluid Framework Preview,660d4be7-2665-497f-9611-a42c2668dbce,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Forms,c9a559d2-7aab-4f13-a6ed-e7e9c52aec87,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Graph,00000003-0000-0000-c000-000000000000,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Graph Bicep Extension,a1bfe852-bf44-4da0-a9c1-37af2d5e6df9,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Graph Change Tracking,0bf30f3b-4a52-48df-9a82-234910c4a086,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Graph Command Line Tools,14d82eec-204b-4c2f-b7e8-296a70dab67e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Graph Connectors Core,f8f7a2aa-e116-4ba6-8aea-ca162cfa310d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Information Protection API,40775b29-2688-46b6-a3b5-b256bd04df9f,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Information Protection Sync Service,870c4f2e-85b6-4d43-bdda-6ed9a579b725,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Insider Risk Management,1fe0d6b3-81f0-4cf5-9dfd-fbb297d7848c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Intune,0000000a-0000-0000-c000-000000000000,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Intune AAD BitLocker Recovery Key Integration,ccf4d8df-75ce-4107-8ea5-7afd618d4d8a,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Intune Advanced Threat Protection Integration,794ded15-70c6-4bcd-a0bb-9b7ad530a01a,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Intune AndroidSync,d8877f27-09c0-43aa-8113-40151dae8b14,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Intune API,c161e42e-d4df-4a3d-9b42-e7a3c31f59d4,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Intune Checkin,26a4ae64-5862-427f-a9b0-044e62572a4f,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Microsoft Intune Company Portal | Microsoft Intune Company Portal [Community Contributed],9ba1a5c7-f17a-4de9-a1f1-6178c8d51223,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
