pipe_name,metadata_description,metadata_tool,metadata_category,metadata_link,metadata_priority,metadata_fp_risk,metadata_severity,metadata_tool_type,metadata_usage,metadata_comment,metadata_reference,metadata_regex_cortex
\AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA*,impacketremoteshell default pipe name,impacketremoteshell,Lateral Movement,https://github.com/trustedsec/The_Shelf,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/impacketremoteshell.csv,^AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA.*
\RemoteMaint,impacketremoteshell default pipe name,impacketremoteshell,Lateral Movement,https://github.com/trustedsec/The_Shelf,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/impacketremoteshell.csv,^RemoteMaint$
\forRealLegit,InlineExecute-Assembly,InlineExecute-Assembly,Exploitation,https://github.com/anthemtotheego/InlineExecute-Assembly/blob/402637229d1c9abab221119601143732eb867e26/README.md?plain=1#L50,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv,^forRealLegit$
\toteslegit,InlineExecute-Assembly,InlineExecute-Assembly,Exploitation,https://github.com/anthemtotheego/InlineExecute-Assembly/blob/402637229d1c9abab221119601143732eb867e26/inlineExecuteAssembly/inlineExecute-Assembly.cna#L18,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv,^toteslegit$
\ExploitPipe,InstallerFileTakeOver exploit POC CVE-2021-41379 patch bypass,InstallerFileTakeOver,Privilege Escalation,https://github.com/Al1ex/WindowsElevation/blob/e8fa2760f0ea29d1cdc759c623021d5ab7b715e2/InstallerFileTakeOver/InstallerFileTakeOver/InstallerFileTakeOver.cpp#L354,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^ExploitPipe$
\Something,Invoke-SMBRemoting,Invoke-SMBRemoting,Lateral Movement,https://github.com/Leo4j/Amnesiac/blob/216ba3a280bf49ea3f5b1afab80f843bbde3548d/Tools/Invoke-SMBRemoting.ps1#L32,high,low,high,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/I-K/Invoke-SMBRemoting.csv,^Something$
\FASTDOS,Iron Tiger Malware - PlugX DosEmulator,Iron Tiger,Malware,https://github.com/Neo23x0/signature-base/blob/857ac87b4b9fb5d71cdd5935766b330f71845a75/yara/apt_irontiger_trendmicro.yar#L169,critical,,critical,offensive_tool,detection rule,,https://github.com/Neo23x0/signature-base/blob/857ac87b4b9fb5d71cdd5935766b330f71845a75/yara/apt_irontiger_trendmicro.yar#L169,^FASTDOS$
\kekeo_tsssp_endpoint,kekeo stealing credentials,kekeo,Credential Access,https://github.com/blackc03r/OSCP-Cheatsheets/blob/master/offensive-security/credential-access-and-credential-dumping/dumping-delegated-default-kerberos-and-ntlm-credentials-without-touching-lsass.md,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/I-K/kekeo.csv,^kekeo_tsssp_endpoint$
\asio-A0812896-741A-484D-AF23-BE51BF620E22-*,Kismet is an open source sniffer - WIDS - wardriver and packet capture tool for Wi-Fi,Kismet,Exploitation,https://github.com/kismetwireless/kismet/blob/929924f71019121345fc2b69fb30b6507c90023d/boost/asio/impl/connect_pipe.ipp#L66,high,medium,medium,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/I-K/kismet.csv,^asio-A0812896-741A-484D-AF23-BE51BF620E22-.*
\imposecost,Koh Token Stealer,Koh Token Stealer,Credential Access,https://github.com/GhostPack/Koh/blob/2e60ce274dc4f0bdce265174526f6d439f6a1414/Clients/BOF/KohClient.c#L12,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv,^imposecost$
\imposingcost,Koh Token Stealer,Koh Token Stealer,Credential Access,https://github.com/GhostPack/Koh/blob/2e60ce274dc4f0bdce265174526f6d439f6a1414/Clients/BOF/KohClient.c#L12,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv,^imposingcost$
\6e7645c4-32c5-4fe3-aabf-e94c2f4370e7,LiquidSnake is a tool that allows operators to perform fileless lateral movement using WMI Event Subscriptions and GadgetToJScript,LiquidSnake,Lateral Movement,https://github.com/RiccardoAncarani/LiquidSnake/blob/d2175346393d2199efe99b362301ea86ef3ce7c6/CSharpNamedPipeLoader/CSharpNamedPipeLoader/Program.cs#L410,critical,,critical,offensive_tool,detection rule,,https://github.com/RiccardoAncarani/LiquidSnake/blob/d2175346393d2199efe99b362301ea86ef3ce7c6/CSharpNamedPipeLoader/CSharpNamedPipeLoader/Program.cs#L410,^6e7645c4-32c5-4fe3-aabf-e94c2f4370e7$
\LogMeInRescue_rarc_r_*,LogMeIn  default RMM usage,LogMeIn,RMM,https://www.logmeinrescue.com/,high,none,high,greyware_tool,detection rule,used by LMI_RescueRC.exe and LMI_Rescue_srv.exe,irustotal.com/gui/home/search,^LogMeInRescue_rarc_r_.*
\LogMeInRescue_rarc_w_*,LogMeIn  default RMM usage,LogMeIn,RMM,https://www.logmeinrescue.com/,high,none,high,greyware_tool,detection rule,used by LMI_RescueRC.exe and LMI_Rescue_srv.exe,irustotal.com/gui/home/search,^LogMeInRescue_rarc_w_.*
\LogMeInRescue_ipc*,LogMeIn  default RMM usage,LogMeIn,RMM,https://www.logmeinrescue.com/,high,none,high,greyware_tool,detection rule,used by LMI_RescueRC.exe LMI_Rescue.exe and LMI_Rescue_srv.exe ,irustotal.com/gui/home/search,^LogMeInRescue_ipc.*
\malDBG,malware analysis lokibot,lokibot,Malware,https://github.com/Dump-GUY/Malware-analysis-and-Reverse-engineering/blob/26ce0dd827b17d5db25abee125dd890e64c3f806/Lokibot_Analyzing/Lokibot_analyzing.md?plain=1#L37,medium,,high,offensive_tool,detection rule,,https://github.com/Dump-GUY/Malware-analysis-and-Reverse-engineering/blob/26ce0dd827b17d5db25abee125dd890e64c3f806/Lokibot_Analyzing/Lokibot_analyzing.md?plain=1#L37,^malDBG$
\lsarelayx,lsarelayx usage,lsarelayx,Credential Access,https://github.com/CCob/lsarelayx/blob/b45e4565c5688a395c54b92654d68b2514af39eb/plugin/lsarelayx.cpp#L105,high,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/lsarelayx.csv,^lsarelayx$
\MalDevEDR,EDR/AV Simulation for Malware Development,MalDevEDR,Exploitation,https://github.com/redt1de/MaldevEDR/blob/1b48281149e717f1bab4d78c8412fb333a7c83bf/config.yaml#L19,critical,,critical,offensive_tool,detection rule,,https://github.com/redt1de/MaldevEDR/blob/1b48281149e717f1bab4d78c8412fb333a7c83bf/config.yaml#L19,^MalDevEDR$
\MEGAprivacyMEGAsync,MEGAsync synchro backup,MEGAsync,RMM,https://mega.io/en/desktop,high,none,high,greyware_tool,Hunting,MEGAsync.exe behavior,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/MEGAsync.csv,^MEGAprivacyMEGAsync$
\MerlinPipe,Merlin is a post-exploit Command & Control,Merlin,C2,https://github.com/Ne0nd0g/merlin-agent/blob/653ac5558e4f8a0893b2285a158a3b26735c6c79/clients/smb/smb_windows.go#L148,critical,none,critical,offensive_tool,Detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/merlin.csv,^MerlinPipe$
\merlin,Merlin is a post-exploit Command & Control,Merlin,C2,https://github.com/Ne0nd0g/merlin-agent/blob/653ac5558e4f8a0893b2285a158a3b26735c6c79/clients/smb/smb_windows.go#L148,critical,none,critical,offensive_tool,Detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/merlin.csv,^merlin$
\localcation,Worm Mernzic,Mernzic,Malware,https://github.com/roadwy/DefenderYara/blob/9bbdb7f9fd3513ce30aa69cd1d88830e3cf596ca/Worm/Win32/Mernzic/Worm_Win32_Mernzic_A.yar#L9,critical,low,high,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^localcation$
\mesh-*,meshagent (meshcentral) default named pipe pattern,MeshAgent,RMM,https://github.com/Ylianst/MeshAgent/blob/17a37ea4a698a84b21cab6a85bdb9d736b929d57/modules/process-manager.js#L264C36-L264C41,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/meshcentral.csv,^mesh-.*
\acsipc_server,Agnitum Outpost Internet Security Local Privilege Escalation,metasploit,Privilege Escalation,https://github.com/rapid7/metasploit-framework/blob/ec5648f6c50fc0af779f3b2a3ac7afa9fdca9344/modules/exploits/windows/local/agnitum_outpost_acs.rb#L118,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv,^acsipc_server$
\IPEFSYSPCPIPE,iPass Mobile Client Service Privilege Escalation,metasploit,Privilege Escalation,https://github.com/rapid7/metasploit-framework/blob/ec5648f6c50fc0af779f3b2a3ac7afa9fdca9344/modules/exploits/windows/local/ipass_launch_app.rb#L81,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv,^IPEFSYSPCPIPE$
\msf-pipe,Metasploit bind named pipe,metasploit,Exploitation,https://github.com/rapid7/metasploit-framework/blob/04e8752b9b74cbaad7cb0ea6129c90e3172580a2/lib/msf/core/handler/bind_named_pipe.rb#L207,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv,^msf-pipe$
\orcljsexorcl,Oracle Job Scheduler Named Pipe Command Execution,metasploit,Exploitation,https://github.com/rapid7/metasploit-framework/blob/ec5648f6c50fc0af779f3b2a3ac7afa9fdca9344/modules/exploits/windows/oracle/extjob.rb#L101,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv,^orcljsexorcl$
\OVSystem*,HP OpenView Network Node Manager execvp_nc Buffer Overflow,metasploit,Exploitation,https://github.com/rapid7/metasploit-framework/blob/ec5648f6c50fc0af779f3b2a3ac7afa9fdca9344/modules/exploits/windows/http/hp_nnm_webappmon_execvp.rb#L95C29-L95C43,medium,,medium,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv,^OVSystem.*
\SUPipeServer,Lenovo System Update Privilege Escalation,metasploit,Privilege Escalation,https://github.com/rapid7/metasploit-framework/blob/ec5648f6c50fc0af779f3b2a3ac7afa9fdca9344/modules/exploits/windows/local/lenovo_systemupdate.rb#L179,critical,high,low,offensive_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv,^SUPipeServer$
\WindscribeService*,The Windscribe VPN client application for Windows makes use of a Windows service WindscribeService.exe which exposes a named pipe \\.\pipe\WindscribeService allowing execution of programs with elevated privileges,metasploit,Privilege Escalation,https://github.com/rapid7/metasploit-framework/blob/ec5648f6c50fc0af779f3b2a3ac7afa9fdca9344/documentation/modules/exploit/windows/local/windscribe_windscribeservice_priv_esc.md?plain=1#L63,high,low,high,offensive_tool,detection rule,false positive: legitimate usage of Windscribe VPN client application ,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv,^WindscribeService.*
\5e120a,meterpreter getsystem,meterpreter,C2,https://github.com/SigmaHQ/sigma/blob/7364ce00b1444802caaebefdccb6d8f6a92f1112/unsupported/windows/driver_load_meterpreter_or_cobaltstrike_getsystem_service_installation.yml#L23,critical,low,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv,^5e120a$
*mimikatz*,kekeo stealing credentials,mimikatz,Credential Access,https://github.com/gentilkiwi/kekeo/blob/d3ee2ae2fdeb5581fe2be1d53838f66729c3de16/kekeo/modules/kuhl_m_tsssp.c#L29,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/mimikatz.csv,^.*mimikatz.*
\MyNamePipe,used by the offensive tool mortar,mortar,Defense Evasion,https://github.com/0xsp-SRD/mortar/blob/ac6004a00cfc90002e88aa2f72e931440e8dbff6/Lib/core.pas#L70,high,high,medium,offensive_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/mortar.csv,^MyNamePipe$
\moj_ML_ntsvcs,used by the offensive tool mortar,mortar,Defense Evasion,https://github.com/0xsp-SRD/mortar/blob/ac6004a00cfc90002e88aa2f72e931440e8dbff6/DLL/agressor.lpr#L91,high,low,high,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/mortar.csv,^moj_ML_ntsvcs$
\HighPriv,"taken from ""Some usefull Scripts and Executables for Pentest & Forensics""",NamedPipeSystem,Privilege Escalation,https://github.com/cbwang505/Creds/blob/475676e8f07cd7c4ef74084bf264ec0ec0d0f1d4/Csharp/NamedPipeSystem.cs#L28,critical,,critical,offensive_tool,detection rule,,https://github.com/cbwang505/Creds/blob/475676e8f07cd7c4ef74084bf264ec0ec0d0f1d4/Csharp/NamedPipeSystem.cs#L28,^HighPriv$
\napSolar,Old Trojan Napolar,Napolar,Malware,https://blog.avast.com/2013/09/25/win3264napolar-new-trojan-shines-on-the-cyber-crime-scene/,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^napSolar$
\npx86_Services,Old Trojan Napolar,Napolar,Malware,https://blog.avast.com/2013/09/25/win3264napolar-new-trojan-shines-on-the-cyber-crime-scene/,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^npx86_Services$
\ncat-*,ncat usage,ncat,C2,https://github.com/nmap/nmap/blob/ff92f5bae941058fae4782167fc7cb49b29c9440/ncat/ncat_exec_win.c#L209,critical,low,critical,greyware_tool,detection rule,,https://github.com/nmap/nmap/blob/ff92f5bae941058fae4782167fc7cb49b29c9440/ncat/ncat_exec_win.c#L209,^ncat-.*
\mojo.7304.10032.2584273091328543665,Nemesis sample file named pipe,Nemesis,Exploitation,https://github.com/SpecterOps/Nemesis/blob/ee5ab5b330935ccd5809ff6f91c0338a28785df4/sample_files/structured/named_pipes.json#L4,high,low,high,offensive_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/nemesis.csv,^mojo.7304.10032.2584273091328543665$
\FssagentRpc,NetExec,NetExec,Lateral Movement,https://github.com/Pennyw0rth/NetExec/blob/66e6c95f0d4cabe4acabdfadaa69f8eb38bb056f/nxc/modules/shadowcoerce.py#L207,critical,medium,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/NetExec.csv,^FssagentRpc$
\netdfs,NetExec,NetExec,Lateral Movement,https://github.com/Pennyw0rth/NetExec/blob/66e6c95f0d4cabe4acabdfadaa69f8eb38bb056f/nxc/modules/dfscoerce.py#L126,critical,low,critical,offensive_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/NetExec.csv,^netdfs$
\client32_VistaUIPipe2,NetSupport Manager\client32.exe RMM usage,NetSupport,RMM,netsupportsoftware.com,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/NetSupport.csv,^client32_VistaUIPipe2$
\client32_VistaPipe2,NetSupport Manager\client32.exe RMM usage,NetSupport,RMM,netsupportsoftware.com,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/NetSupport.csv,^client32_VistaPipe2$
\xai,priv esc for SeImpersonatePrivilege,NP_impersonate,Privilege Escalation,https://github.com/sailay1996/NP_impersonate/blob/06bc253d249de7f4b71ede6e223ec1bda079899a/np_createProcess.c#L55,high,,critical,offensive_tool,detection rule,,https://github.com/sailay1996/NP_impersonate/blob/06bc253d249de7f4b71ede6e223ec1bda079899a/np_createProcess.c#L55,^xai$
\openssh-ssh-agent,openssh usage,OpenSSH,Lateral Movement,https://github.com/libssh2/libssh2/blob/fc00bdd7f195fc6511d18d11cad2801b56c5549e/src/agent_win.c#L124,info,,info,greyware_tool,Hunting,,https://github.com/libssh2/libssh2/blob/fc00bdd7f195fc6511d18d11cad2801b56c5549e/src/agent_win.c#L124,^openssh-ssh-agent$
\paexec*,PSEXEC like,PAEXEC,Lateral Movement,https://detect.fyi/detecting-psexec-and-similar-tools-c812bf3dca6c,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/PAExec.csv,^paexec.*
\PAExecErr*,Remote execution like PsExec,PAEXEC,Lateral Movement,https://github.com/poweradminllc/PAExec/blob/954f83e789223d2b5be59575ce39f6d721b5020c/ConsoleRedir.cpp#L68,critical,,critical,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/PAExec.csv,^PAExecErr.*
\PAExecIn*,Remote execution like PsExec,PAEXEC,Lateral Movement,https://github.com/poweradminllc/PAExec/blob/954f83e789223d2b5be59575ce39f6d721b5020c/ConsoleRedir.cpp#L68,critical,,critical,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/PAExec.csv,^PAExecIn.*
\PAExecOut*,Remote execution like PsExec,PAEXEC,Lateral Movement,https://github.com/poweradminllc/PAExec/blob/954f83e789223d2b5be59575ce39f6d721b5020c/ConsoleRedir.cpp#L68,critical,,critical,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/PAExec.csv,^PAExecOut.*
\petit\pipe\srvsvc,PetitPotato.exe default pipe,PetitPotato,Privilege Escalation,https://github.com/wh0amitz/PetitPotato/blob/047aebdc7a05fab2c08eff2bbac984f59fc218cf/PetitPotato/PetitPotato.cpp#L138,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/PetitPotato.csv,^petit\pipe\srvsvc$
\GetSys,Windows named pipes exploitation example in  e-zine written by and for hackers,phrack,Exploitation,https://github.com/rootkiter/phrack/blob/5c3ef0663f09d124ea7601dc793f13b9b730295b/phrack61/3.txt#L295,critical,,critical,offensive_tool,detection rule,,https://github.com/rootkiter/phrack/blob/5c3ef0663f09d124ea7601dc793f13b9b730295b/phrack61/3.txt#L295,^GetSys$
\u0hxc1q44vhhbj5oo4ohjieo8uh7ufxe,PIPEDANCE malware,PIPEDANCE,Malware,https://www.elastic.co/security-labs/twice-around-the-dance-floor-with-pipedance,critical,,critical,offensive_tool,detection rule,,https://www.elastic.co/security-labs/twice-around-the-dance-floor-with-pipedance,^u0hxc1q44vhhbj5oo4ohjieo8uh7ufxe$
\RUN_AT_SESSION*,Backdoor Sogu / PlugX,PlugX,Malware,https://github.com/nasbench/DefenderYara/blob/e17e256e1c6517972dafe56f4ad7590d99321f3d/Backdoor/Win32/Plugx/Backdoor_Win32_Plugx_L_dha.yar#L11,critical,low,high,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^RUN_AT_SESSION.*
\RUN_AS_USER*,PlugX malware,PlugX,Malware,https://silascutler.com/2020/11/03/Fresh-PlugX-October-2019/,critical,low,critical,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^RUN_AS_USER.*
\mantvydas-first-pipe,privilege escalation poc,POC,Privilege Escalation,https://github.com/mantvydasb/RedTeaming-Tactics-and-Techniques/blob/master/offensive-security/privilege-escalation/windows-namedpipes-privilege-escalation.md,critical,,critical,offensive_tool,detection rule,,https://github.com/mantvydasb/RedTeaming-Tactics-and-Techniques/blob/master/offensive-security/privilege-escalation/windows-namedpipes-privilege-escalation.md,^mantvydas-first-pipe$
\jaccdpqnvbrrxlaf,poshc2	pipe name from poshc2 usage,PoshC2,C2,https://github.com/nettitude/PoshC2,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/poshc2.csv,^jaccdpqnvbrrxlaf$
\Posh*,poshc2	pipe name from poshc2 usage,PoshC2,C2,https://github.com/nettitude/PoshC2/blob/517903431ab43e6d714b24b0752ba111f5d4c2f1/resources/modules/NamedPipeProxy.ps1#L4,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/poshc2.csv,^Posh.*
\TestSVC,GetSystem in Empire & PoshC2,PoshC2,C2,https://github.com/splunk/car/blob/5f74ab40c7e27accc38a5ee0fa664a68dbabc0cc/docs/analytics/CAR-2021-02-002/index.md?plain=1#L107C1-L107C29,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/poshc2.csv,^TestSVC$
*Potato*,Privilege escalation tools suspicious name,Potato,Privilege Escalation,https://github.com/mthcht/awesome-lists,high,,critical,offensive_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/localpotato.csv,^.*Potato.*
*pwned*,Potato to get SYSTEM via SeImpersonate privileges,Potato,Privilege Escalation,https://github.com/S3cur3Th1sSh1t/MultiPotato/blob/main/README.md,critical,,critical,offensive_tool,detection rule,,https://github.com/S3cur3Th1sSh1t/MultiPotato/blob/main/README.md,^.*pwned.*
\PSHost.*.powershell*,powershell usage,POWERSHELL,Lateral Movement,https://github.com/mthcht/awesome-lists,medium,high,low,greyware_tool,Hunting,administrative tool - used by administrators,https://github.com/mthcht/awesome-lists,^PSHost..*.powershell.*
\PowerShellISEPipeName*,powershell ISE usage,Powershell ISE,Lateral Movement,https://github.com/mthcht/awesome-lists,medium,high,low,greyware_tool,Hunting,administrative tool - used by administrators,https://github.com/mthcht/awesome-lists,^PowerShellISEPipeName.*
\sqsvc,Powersploit,Powersploit,Exploitation,https://github.com/Integration-IT/Active-Directory-Exploitation-Cheat-Sheet/blob/702daf94e384589cdc81fe62f1337b390ce06488/Z%20-%20Tool%20Box/PowerSploit-Dev/Exfiltration/LogonUser/LogonUser/logon/logon.cpp#L22,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/powersploit.csv,^sqsvc$
\PrivFuPipe*,Privilege escalation PoCs,PrivFu,Privilege Escalation,https://github.com/daem0nc0re/PrivFu/blob/900343121cc043b76aa5c74f526d3feda6e197c4/ArtsOfGetSystem/PrintSpoofer/Library/Globals.cs#L7,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/PrivFu.csv,^PrivFuPipe.*
*-stderr,PSEXEC like,PSEXEC,Lateral Movement,https://detect.fyi/detecting-psexec-and-similar-tools-c812bf3dca6c,high,low,high,greyware_tool,Hunting,administrative tool - can be used by administrators,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/psexec.csv,^.*-stderr$
*-stdin,PSEXEC like,PSEXEC,Lateral Movement,https://detect.fyi/detecting-psexec-and-similar-tools-c812bf3dca6c,high,low,high,greyware_tool,Hunting,administrative tool - can be used by administrators,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/psexec.csv,^.*-stdin$
*-stdout,PSEXEC like,PSEXEC,Lateral Movement,https://detect.fyi/detecting-psexec-and-similar-tools-c812bf3dca6c,high,low,high,greyware_tool,Hunting,administrative tool - can be used by administrators,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/psexec.csv,^.*-stdout$
\csexec*,PSEXEC like,PSEXEC,Lateral Movement,https://detect.fyi/detecting-psexec-and-similar-tools-c812bf3dca6c,high,low,high,greyware_tool,Hunting,administrative tool - can be used by administrators,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/psexec.csv,^csexec.*
\PSEXEC*,PSEXEC utilisation,PSEXEC,Lateral Movement,https://detect.fyi/detecting-psexec-and-similar-tools-c812bf3dca6c,high,low,high,greyware_tool,Hunting,administrative tool - can be used by administrators,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/psexec.csv,^PSEXEC.*
\PSEXESVC*,PSEXEC utilisation,PSEXEC,Lateral Movement,https://detect.fyi/detecting-psexec-and-similar-tools-c812bf3dca6c,high,low,high,greyware_tool,Hunting,administrative tool - can be used by administrators,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/psexec.csv,^PSEXESVC.*
\putty-connshare*,Putty connection established,Putty,Data Exfiltration,https://github.com/mthcht/awesome-lists,high,low,medium,greyware_tool,Hunting,administrative tool - can be used by administrators,https://github.com/mthcht/awesome-lists,^putty-connshare.*
\blindspot-*,Pyramid default pipe (attack simulation),Pyramid,Defense Evasion,https://github.com/naksyn/Pyramid,high,none,high,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/Pyramid.csv,^blindspot-.*
\sapipipe,R2d2 backdoor (state trojan),R2d2 backdoor,Malware,https://analyze.intezer.com/files/2b7bbea0b5f8f82c0597e1e710afa2b9f5a0acaf6f46a8fcc62ab103ecb6a319/sub/7f8b32b1-2df9-425f-9f56-317b1f24da07/string-reuse,critical,low,high,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^sapipipe$
\R2PIPE_IN,radare2 ,radare2 ,Discovery,https://github.com/radareorg/radare2/blob/9b9d4ed769b4c60e204cfe5655331d856c1513f1/binr/r2r/run.c#L37,info,,low,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Radare2.csv,^R2PIPE_IN$
\r2r-subproc*,radare2 ,radare2 ,Discovery,https://github.com/radareorg/radare2/blob/9b9d4ed769b4c60e204cfe5655331d856c1513f1/binr/r2r/run.c#L37,info,,low,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Radare2.csv,^r2r-subproc.*
\NamePipe_MoreWindows,APT RedLeaves pipe,RedLeaves,Malware,https://github.com/CYB3RMX/Qu1cksc0pe/blob/8ec84a344019e07e24de35de3a00bb7ad3090498/Systems/Windows/YaraRules_Windows/APT_RedLeaves.yara#L17,high,,high,offensive_tool,detection rule,,https://github.com/CYB3RMX/Qu1cksc0pe/blob/8ec84a344019e07e24de35de3a00bb7ad3090498/Systems/Windows/YaraRules_Windows/APT_RedLeaves.yara#L17,^NamePipe_MoreWindows$
\youcantpatchthis,using named pipe output with beacon ReflectiveDLLs,ReflectiveDll,C2,https://github.com/rxwx/cs-rdll-ipc-example/blob/2d331dae5d5dd84e5d6fbc5a0c152e690539c70f/ReflectiveDll/dllmain.cpp#L11,critical,,critical,offensive_tool,detection rule,,https://github.com/rxwx/cs-rdll-ipc-example/blob/2d331dae5d5dd84e5d6fbc5a0c152e690539c70f/ReflectiveDll/dllmain.cpp#L11,^youcantpatchthis$
\remcom*,PSEXEC like,Remcom,Lateral Movement,https://detect.fyi/detecting-psexec-and-similar-tools-c812bf3dca6c,high,low,high,greyware_tool,Hunting,,https://detect.fyi/detecting-psexec-and-similar-tools-c812bf3dca6c,^remcom.*
