metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1776441293.7278,elite,3630.7204888529,1776297673.582,AS212706 LIVI HOSTING LTD,LIVI-HOSTING-AS,Helsinki,Europe,EU,Finland,FI,,False,Livi Hosting LTD,60.1719,24.9347,False,ZTV CORP LLC,False,Uusimaa,success,Europe/Helsinki,00201,1776294858,1776442578.2583,3128,http,185.230.190.195:3128,False,6543.271780014,1481,473,75.793244626407,185.230.190.195
True,1776442578.2207,elite,19853.534982011,1759753252.2396,"AS16509 Amazon.com, Inc.",AMAZON-02,Querétaro City,North America,,Mexico,MX,,True,Amazon.com,20.5879,-100.3879,False,Amazon Data Services Mexico,True,Querétaro,success,America/Mexico_City,76120,1776079952,1776442578.2207,45793,socks5,78.12.143.148:45793,True,16153.709411621,37,25328,0.14587029371181,78.12.143.148
True,1776432933.9554,elite,1469.3173926399,1751235875.4399,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,False,Alibaba.com Singapore E-Commerce Private Limited,True,Kowloon,success,Asia/Hong_Kong,999077,1776074730,1776442578.018,8888,http,8.217.90.53:8888,False,538.77353668213,6609,3666,64.321167883212,8.217.90.53
True,1776442416.5134,elite,7159.9334967885,1776328166.9591,AS207713 GLOBAL INTERNET SOLUTIONS LLC,GIR-AS,Moscow,Europe,EU,Russia,RU,,False,GIR SER,55.7558,37.6173,False,,False,Moscow,success,Europe/Moscow,144700,1776324895,1776442577.8582,10002,http,185.76.240.75:10002,False,7767.6680088043,207,621,25.0,185.76.240.75
True,1776442577.7916,elite,4794.1226036122,1776087115.3477,"AS43940 Drustvo za telekomunikacije ""MTEL"" DOO",MTEL-AS,Podgorica,Europe,EU,Montenegro,ME,,False,"Drustvo za telekomunikacije ""MTEL"" DOO",42.4304,19.2594,False,FTTH Users Podgorica AZ,False,Podgorica,success,Europe/Podgorica,,1776085577,1776442577.7916,48293,socks4,109.72.100.113:48293,True,452.3811340332,4711,1090,81.210136183417,109.72.100.113
True,1776442252.2976,elite,5269.1721688241,1775045895.6074,AS16276 OVH SAS,OVH,Roubaix,Europe,EU,France,FR,,True,OVH SAS,50.6924,3.20113,False,OVH,False,Hauts-de-France,success,Europe/Paris,59100,1776258563,1776442577.7681,30003,http,217.182.195.221:30003,False,238.43002319336,7250,29319,19.825535289453,217.182.195.221
True,1776442577.626,elite,5351.7178299008,1729477801.4281,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Jakarta,Asia,AS,Indonesia,ID,,True,Alibaba Cloud (Singapore) Private Limited,-6.2208,106.8403,False,Alibaba.com Singapore E-Commerce Private Limited,True,Jakarta,success,Asia/Jakarta,12850,1776269192,1776442577.626,8001,http,8.215.12.103:8001,False,2548.3784675598,3641,458736,0.78745266308662,8.215.12.103
True,1776442577.6251,elite,1975.1252020831,1710634251.4411,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,Alibaba Cloud (Singapore) Private Limited,1.35208,103.82,False,Alibaba.com Singapore E-Commerce Private Limited,True,North West,success,Asia/Singapore,858877,1776215970,1776442577.6251,80,http,8.219.97.248:80,False,407.76872634888,621990,328731,65.422978981215,8.219.97.248
True,1776442387.5379,elite,1165.502521577,1696983091.0548,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications Inc.,True,Florida,success,America/Chicago,32516,1775936184,1776442577.6084,4145,socks4,174.64.199.79:4145,True,882.48419761658,204037,715890,22.179694693166,174.64.199.79
True,1776442577.3043,elite,17209.349797322,1776296941.0004,AS262186 TV AZTECA SUCURSAL COLOMBIA,TV AZTECA SUCURSAL COLOMBIA,Quibdó,South America,SA,Colombia,CO,,False,TV AZTECA SUCURSAL COLOMBIA,5.6924,-76.6623,False,TV AZTECA SUCURSAL COLOMBIA,True,Departamento del Chocó,success,America/Bogota,270001,1776289704,1776442577.3043,999,socks5,177.93.63.2:999,True,17829.110145569,13,98,11.711711711712,177.93.63.2
True,1776442577.2931,elite,1405.1784665107,1710549516.6581,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Irvine,North America,,United States,US,,False,Cox Communications Inc.,33.6846,-117.827,False,Cox Communications,True,California,success,America/Los_Angeles,92612,1776037412,1776442577.2931,4145,socks4,72.195.101.99:4145,True,2409.4185829163,175628,763345,18.704265191864,72.195.101.99
True,1776442429.4102,transparent,5234.8683367799,1776074572.5863,AS141130 PT Dinar Wahana Gemilang,IDNIC-DWG-AS-ID,Lembang,Asia,AS,Indonesia,ID,,False,PT Dinar Wahana Gemilang,-6.81167,107.618,False,PT Dinar Wahana Gemilang,False,West Java,success,Asia/Jakarta,,1776074330,1776442577.2895,8080,http,103.158.97.83:8080,False,2196.9692707062,587,2259,20.62543921293,103.158.97.83
True,1776440951.7146,elite,5797.1817235522,1775146710.1378,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Jinrongjie,Asia,AS,China,CN,Xicheng District,False,China Unicom CHINA169 Network,39.9072,116.357,False,China United Network Communications Corporation Limited,False,Beijing,success,Asia/Shanghai,,1776356346,1776442577.1414,3443,http,116.171.106.26:3443,False,5909.2657566071,27335,9682,73.844449847367,116.171.106.26
True,1776442534.6741,elite,4811.0720775497,1776373377.6995,AS27831 Colombia Móvil,Colombia Movil,Medellín,South America,SA,Colombia,CO,,False,Colombia Móvil,6.2529,-75.5646,True,Colombia Móvil,False,Antioquia,success,America/Bogota,050001,1776370448,1776442577.0141,1080,socks4,181.205.173.242:1080,True,1863.45744133,1278,148,89.621318373072,181.205.173.242
True,1776442496.3474,elite,2338.4087700054,1776436401.4722,AS7552 Viettel Group,VIETEL-AS-AP,Thành Phố Mỹ Tho,Asia,AS,Vietnam,VN,,False,Viettel Corporation,10.3708,106.3548,False,VIETEL,False,Tiền Giang,success,Asia/Ho_Chi_Minh,,1776435117,1776442576.7672,1080,socks4,171.248.212.101:1080,True,819.26369667053,163,22,88.108108108108,171.248.212.101
True,1776439914.6918,elite,1383.1686771366,1776152913.2855,AS213877 U1 DIGITAL SERVICES LTD,U1DS-AS,Helsinki,Europe,EU,Finland,FI,,False,U1 DIGITAL SERVICES LTD,60.1719,24.9347,False,u1host Finland,False,Uusimaa,success,Europe/Helsinki,00201,1776150975,1776442576.7118,1080,http,144.31.27.49:1080,False,1176.1012077332,3891,428,90.09029868025,144.31.27.49
True,1776442576.5902,transparent,5654.7039571427,1750611111.4555,AS141145 PT Giga Digital Nusantara,GIGANET-AS-ID,Den Timur,Asia,AS,Indonesia,ID,,False,PT Giga Digital Nusantara,-6.9634,113.677,False,CV Langit Bersama,True,East Java,success,Asia/Jakarta,,1776157095,1776442576.5902,7777,http,103.181.255.219:7777,False,2593.2235717773,25586,303064,7.7851818043511,103.181.255.219
True,1776441863.3641,elite,1759.8017421929,1776078881.154,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1776077701,1776442576.4203,4145,socks5,72.207.109.5:4145,True,1057.8546524048,555,284,66.150178784267,72.207.109.5
True,1776331662.3446,elite,1036.9498742752,1710702532.1421,AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,False,VietNam Post and Telecom Corporation,21.0278,105.834,False,Vietnam Posts and Telecommunications Group,True,Hanoi,success,Asia/Bangkok,,1776215488,1776442576.3862,7777,http,123.30.154.171:7777,False,630.06258010864,818849,96551,89.452589032117,123.30.154.171
True,1776442459.6102,elite,5663.5300867314,1748590958.8198,AS141082 PT Trika Global Media,IDNIC-TRIKANET-AS-ID,Gianyar,Asia,AS,Indonesia,ID,,False,PT Trika Global Media,-8.5138,115.2551,False,PT Trika Global Media,False,Bali,success,Asia/Makassar,80571,1776417907,1776442576.3784,8181,http,103.156.75.246:8181,False,4268.6190605164,26305,326275,7.4607181348914,103.156.75.246
True,1776441960.8123,elite,3508.5412720766,1750610170.6406,AS141124 Dinas Komunikasi dan Informatika Kota Makassar,IDNIC-MAKASSARKOTA-AS-ID,Makassar,Asia,AS,Indonesia,ID,,False,Dinas Komunikasi dan Informatika Kota Makassar,-5.14574,119.438,False,Dinas Komunikasi dan Informatika Kota Makassar,True,South Sulawesi,success,Asia/Makassar,,1775841380,1776442576.2533,80,http,103.151.20.131:80,False,3160.2132320404,52267,59126,46.921260761448,103.151.20.131
True,1776441373.2969,elite,18688.781187452,1776085020.0246,AS58224 Iran Telecommunication Company PJS,TCI,Tehran,Asia,AS,Iran,IR,,False,Iran Telecommunication Company PJS,35.7219,51.3347,False,Anahita,False,Tehran,success,Asia/Tehran,,1776089506,1776442576.1983,1080,socks5,217.219.217.176:1080,True,1365.0043010712,29,238,10.861423220974,217.219.217.176
True,1776442408.2781,elite,854.44051397683,1697020771.486,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,Fairlie-Poplar,True,Total Server Solutions L.L.C.,33.755,-84.3896,False,ThePrimeHost - COLO@,True,Georgia,success,America/New_York,30303,1776175165,1776442575.8786,4145,socks4,74.119.147.209:4145,True,763.12637329102,173575,688269,20.139955722845,74.119.147.209
True,1776436293.4565,transparent,5457.9626766288,1753689344.9841,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Quito,South America,SA,Ecuador,EC,,False,Ufinet Panama S.A.,-0.2309,-78.5211,False,,True,Pichincha,success,America/Guayaquil,,1776269851,1776442575.7761,999,http,177.234.217.88:999,False,3910.434961319,10151,37071,21.496336453348,177.234.217.88
True,1776442341.9186,elite,3215.8144140356,1776122182.293,AS205431 HostLab LLC,HostLab,Almaty,Asia,AS,Kazakhstan,KZ,,False,Netfire TEC,43.2525,76.9115,False,,False,Almaty,success,Asia/Almaty,,1776118192,1776442575.4738,1080,socks4,176.12.78.141:1080,True,9884.165763855,6346,309,95.356874530428,176.12.78.141
True,1776442482.3982,elite,8409.686170002,1776321595.2593,AS207713 GLOBAL INTERNET SOLUTIONS LLC,GIR-AS,Moscow,Europe,EU,Russia,RU,,False,GIR SER,55.7558,37.6173,False,,False,Moscow,success,Europe/Moscow,144700,1776322346,1776442575.3127,10002,http,185.76.240.191:10002,False,6781.6681861877,202,640,23.990498812352,185.76.240.191
True,1776442575.2065,elite,15673.479446998,1762494037.717,"AS16509 Amazon.com, Inc.",AMAZON-02,Tokyo,Asia,AS,Japan,JP,,True,Amazon Technologies Inc.,35.6895,139.692,False,AWS EC2 (ap-northeast-1),True,Tokyo,success,Asia/Tokyo,150-0002,1775884543,1776442575.2065,8800,socks5,18.179.12.21:8800,True,18842.621803284,13,16454,0.078945770328536,18.179.12.21
True,1776442201.4112,elite,5285.136605028,1772091197.162,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Jinrongjie,Asia,AS,China,CN,Xicheng District,False,China Unicom CHINA169 Network,39.9072,116.357,False,China United Network Communications Corporation Limited,True,Beijing,success,Asia/Shanghai,,1776325599,1776442574.9748,3443,http,116.171.106.15:3443,False,5589.3924236298,75031,59655,55.708091412619,116.171.106.15
True,1776434267.6663,elite,937.27112375887,1769122422.0516,AS49392 LLC Baxet,ASBAXETN,Moscow,Europe,EU,Russia,RU,,False,LLC Baxet,55.7487,37.6187,False,BX Network,True,Moscow,success,Europe/Moscow,102200,1776075446,1776442574.9114,80,http,46.29.162.166:80,False,416.36800765991,44755,10247,81.369768372059,46.29.162.166
True,1776442252.4257,elite,4290.4357995293,1776081050.4264,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Chula Vista,North America,,United States,US,,False,Cox Communications Inc.,32.6387,-117.0801,False,Cox Communications,True,California,success,America/Los_Angeles,91910,1776078146,1776442574.8439,4145,socks4,72.207.33.64:4145,True,1908.0810546875,6833,762,89.967083607637,72.207.33.64
True,1776442574.8155,elite,5919.9448220142,1776080983.6041,AS36926 Airtel Networks Kenya Limited,CKL1-ASN,Nairobi,Africa,AF,Kenya,KE,,False,Airtel KE Mobile & Fixed Internet,-1.2841,36.8155,False,,True,Nairobi County,success,Africa/Nairobi,09831,1776077735,1776442574.8155,1080,socks5,102.0.14.42:1080,True,837.44096755981,231,223,50.881057268722,102.0.14.42
True,1776442574.6583,elite,7766.4468288422,1776440371.4903,AS42237 w1n ltd,w1n,Stockholm,Europe,EU,Sweden,SE,,True,w1n ltd,59.3287,18.0717,False,W1n,False,Stockholm County,success,Europe/Stockholm,100 04,1776442582,1776442574.6583,42599,socks5,185.217.0.130:42599,True,7766.4468288422,1,3,25.0,185.217.0.130
True,1776442489.5783,elite,13445.428267769,1776096340.5403,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Jakarta,Asia,AS,Indonesia,ID,,True,Alibaba Cloud (Singapore) Private Limited,-6.2208,106.8403,False,Alibaba.com Singapore E-Commerce Private Limited,True,Jakarta,success,Asia/Jakarta,12850,1776091965,1776442574.4266,8119,socks4,8.215.3.250:8119,True,22962.431192398,115,821,12.286324786325,8.215.3.250
True,1776442574.3437,elite,13762.689431508,1776290957.2933,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,South Korea,KR,,True,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,False,Alibaba.com Singapore E-Commerce Private Limited,True,Seoul,success,Asia/Seoul,04524,1776287229,1776442574.3437,4145,socks5,8.220.204.92:4145,True,6448.7814903259,15,98,13.274336283186,8.220.204.92
True,1776425330.2907,elite,1732.7174032743,1710633947.4062,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,False,Chinanet,32.0607,118.763,False,,True,Jiangsu,success,Asia/Shanghai,210000,1776217399,1776442574.2648,1080,http,221.231.13.198:1080,False,2906.0208797455,736089,200136,78.623087398862,221.231.13.198
True,1776442531.5829,elite,4205.8781058864,1710540142.4611,AS23953 PT ARTHA TELEKOMINDO,SCBDNET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,Sudirman Central Business District,-6.21462,106.845,False,,True,Jakarta,success,Asia/Jakarta,,1776385892,1776442574.2572,5678,socks4,115.85.86.114:5678,True,726.47166252136,32635,793462,3.9505046017598,115.85.86.114
True,1776442574.2396,transparent,5736.8315267784,1764073861.0398,AS149360 PT Indo Telemedia Solusi,IDNIC-INTELMEDIA-AS-ID,Duren Tiga,Asia,AS,Indonesia,ID,,False,PT Indo Telemedia Solusi,-6.2574,106.8453,False,PT. HITECH SMART SERVICE,True,Jakarta,success,Asia/Jakarta,12760,1776171514,1776442574.2396,8080,http,113.192.31.206:8080,False,4754.3303966522,20018,221279,8.2960003646958,113.192.31.206
True,1776442574.1088,transparent,6191.8361406217,1751099898.5599,AS131717 PT Citra Jelajah Informatika,IDNIC-CIFO-AS-ID,Lembang,Asia,AS,Indonesia,ID,,False,NOC SIMAYA,-6.81167,107.618,False,,False,West Java,success,Asia/Jakarta,,1776269962,1776442574.1088,8080,http,115.178.53.114:8080,False,2917.9873466492,696,5326,11.557622052474,115.178.53.114
True,1776438845.5854,transparent,1274.2441206077,1776102089.8029,AS12741 Netia SA,AS-NETIA,Zielonka,Europe,EU,Poland,PL,,False,Netia SA,52.3131,21.154,False,AKS Precision Ball Polska,False,Mazovia,success,Europe/Warsaw,05-220,1776102090,1776442573.8821,8888,http,78.11.96.22:8888,False,141.15214347839,6843,130,98.135666140829,78.11.96.22
True,1776442497.5643,elite,13668.12821636,1776297846.3614,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Manila,Asia,AS,Philippines,PH,,True,"Alibaba (US) Technology Co., Ltd.",14.5971,120.9798,False,Alibaba.com Singapore E-Commerce Private Limited,True,Metro Manila,success,Asia/Manila,1003,1776295797,1776442573.7093,5004,socks4,8.212.165.164:5004,True,7468.3706760406,127,446,22.16404886562,8.212.165.164
True,1776442503.2462,elite,8981.132037481,1776088088.0444,AS41798 JSC Transtelecom,TTC-AS,Astana,Asia,AS,Kazakhstan,KZ,,False,JSC Transtelecom,51.1655,71.4272,False,TTC pool for Corp,True,Astana,success,Asia/Almaty,010000,1776085749,1776442573.7025,44252,socks4,178.22.168.44:44252,True,3441.7583942413,1909,1541,55.333333333333,178.22.168.44
True,1776442573.6007,elite,19076.312562999,1746559117.715,AS213790 Limited Network LTD,LimitedNetwork-AS,Eygelshoven,Europe,EU,The Netherlands,NL,,False,Limited Network LTD,50.8933,6.05805,False,Limited Network LTD,True,Limburg,success,Europe/Amsterdam,6471,1776177907,1776442573.6007,17023,socks5,185.93.89.172:17023,True,12718.4715271,34,285085,0.011924845415423,185.93.89.172
True,1776441074.1424,elite,18319.732973973,1761457689.3199,"AS16509 Amazon.com, Inc.",AMAZON-02,Querétaro City,North America,,Mexico,MX,,True,Amazon.com,20.5879,-100.3879,False,Amazon Data Services Mexico,True,Querétaro,success,America/Mexico_City,76120,1776079952,1776442573.5977,21652,socks5,78.12.220.164:21652,True,19787.452697754,24,16497,0.14526965680044,78.12.220.164
True,1776442573.5754,elite,2334.56621705,1776282138.0336,AS7552 Viettel Group,VIETEL-AS-AP,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,Viettel Corporation,10.822,106.6257,False,VIETEL,False,Ho Chi Minh,success,Asia/Ho_Chi_Minh,700000,1776278170,1776442573.5754,1080,socks4,171.248.212.245:1080,True,794.95620727539,722,578,55.538461538462,171.248.212.245
True,1776441283.6978,elite,16704.698628393,1776139129.3184,AS18403 FPT Telecom Company,FPT-AS-AP,Hậu Lộc,Asia,AS,Vietnam,VN,,False,FPT Telecom Company,21.3527,105.3206,False,Vietnam Internet Network Information Center,True,Phú Thọ Province,success,Asia/Bangkok,440000,1776133768,1776442573.5146,5678,socks5,118.71.99.233:5678,True,20366.479635239,29,191,13.181818181818,118.71.99.233
True,1776441501.0669,elite,14201.702475548,1776438925.4311,AS42237 w1n ltd,w1n,Stockholm,Europe,EU,Sweden,SE,,True,w1n ltd,59.3287,18.0717,False,W1n,False,Stockholm County,success,Europe/Stockholm,100 04,1776441509,1776442573.5089,32929,socks5,185.217.0.130:32929,True,20351.888656616,2,3,40.0,185.217.0.130
True,1776442573.4894,transparent,5552.6243037913,1769039287.2485,AS208972 GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibirnet-tr,Selçuklu,Asia,AS,Türkiye,TR,,False,Gibirnet Iletisim Hizmetleri Sanayi VE Ticaret Limited Sirketi,37.8832,32.493,False,Gibirnet Iletisim Hizmetleri Sanayi VE Ticaret Limited Sirketi,True,Konya,success,Europe/Istanbul,,1776298287,1776442573.4894,8080,http,149.86.140.214:8080,False,7871.8333244324,16350,179621,8.3430711686933,149.86.140.214
True,1776440153.2514,elite,18146.986822287,1756021806.6614,AS45557 Vietnam Technology and Telecommunication JSC,VNTT-AS-VN,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,HP-VNTT,10.8231,106.63,False,Viet NAM Technology and Telecommunication,False,Ho Chi Minh City (HCMC),success,Asia/Ho_Chi_Minh,,1776368486,1776442573.4863,8118,socks5,103.153.219.120:8118,True,20068.761825562,12,102,10.526315789474,103.153.219.120
True,1776439762.1228,elite,3159.5620148718,1766749136.2817,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Jinrongjie,Asia,AS,China,CN,Xicheng District,False,China Unicom CHINA169 Network,39.9072,116.357,False,China United Network Communications Corporation Limited,True,Beijing,success,Asia/Shanghai,,1776426847,1776442573.4758,3000,http,116.171.106.78:3000,False,3326.9305229187,188275,40662,82.238781848281,116.171.106.78
True,1776442480.8322,elite,3521.4982032776,1776399795.2508,AS214996 netcup GmbH,netcup,Manassas,North America,,United States,US,,False,netcup GmbH,38.7509,-77.4753,False,netcup GmbH,True,Virginia,success,America/New_York,20110,1776396100,1776442573.2835,38369,socks4,152.53.36.101:38369,True,1070.2426433563,7,82,7.8651685393258,152.53.36.101
True,1776442573.1854,transparent,4203.4147196911,1775785393.155,AS141955 PT Timor Lintas Nusantara,IDNIC-TIMORLINTAS-AS-ID,Telagaselaba,Asia,AS,Indonesia,ID,,False,PT Timor Lintas Nusantara,-2.3829,115.314,False,,True,South Kalimantan,success,Asia/Makassar,,1776390229,1776442573.1854,8080,http,103.166.158.99:8080,False,8616.8684959412,2273,10085,18.392943842046,103.166.158.99
True,1776442573.1543,transparent,5327.0565252716,1763928698.7393,AS138123 PT. ADEAKSA INDO JAYATAMA,DEXA-AS-ID,Banjarnegara,Asia,AS,Indonesia,ID,,False,PT Adeaksa Indo Jayatama,-7.39611,109.696,True,,False,Central Java,success,Asia/Jakarta,,1776285878,1776442573.1543,8080,http,103.132.53.47:8080,False,3632.2884559631,1597,8075,16.511579818031,103.132.53.47
True,1776442573.0668,elite,2299.7553363329,1776086911.4724,AS262514 BTT TELECOMUNICACOES S.A.,BTT TELECOMUNICACOES S.A.,Belo Horizonte,South America,SA,Brazil,BR,,False,BTT TELECOMUNICACOES S.A.,-19.9029,-43.9572,False,BTT TELECOMUNICACOES S.A,True,Minas Gerais,success,America/Sao_Paulo,30000,1776085359,1776442573.0668,60606,socks4,177.55.191.22:60606,True,1057.6903820038,2902,1195,70.832316329021,177.55.191.22
True,1776440933.6725,elite,6771.7017786321,1776269085.3915,AS209274 Kraken Network ISP LTD,Kraken-Network-ISP,Eindhoven,Europe,EU,The Netherlands,NL,,False,Kraken Network ISP LTD,51.4357,5.4842,False,Kraken Network ISP LTD,False,North Brabant,success,Europe/Amsterdam,5611,1776200238,1776442572.648,1081,http,151.243.109.249:1081,False,6173.7976074219,2607,361,87.83692722372,151.243.109.249
